Proclass,Proclass(T),Supplier,Supplier(T)2,Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount,Comments
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077237,202303,25/06/2023,680.89,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077237,202303,25/06/2023,680.89,
321016,Nursing Homes,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077213,202303,25/06/2023,6755.4,
321016,Nursing Homes,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077213,202303,25/06/2023,6755.4,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076887,202303,25/06/2023,656.91,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076833,202303,25/06/2023,656.91,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076653,202303,25/06/2023,568.47,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076892,202303,25/06/2023,656.91,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076969,202303,25/06/2023,680.89,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076969,202303,25/06/2023,680.89,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076969,202303,25/06/2023,680.89,
321016,Nursing Homes,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076757,202303,25/06/2023,598.62,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076679,202303,25/06/2023,680.89,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076679,202303,25/06/2023,680.89,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076613,202303,25/06/2023,680.89,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076613,202303,25/06/2023,680.89,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076677,202303,25/06/2023,599.16,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076890,202303,25/06/2023,599.16,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077012,202303,25/06/2023,599.16,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076475,202303,25/06/2023,599.16,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077284,202303,25/06/2023,3002.4,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076913,202303,25/06/2023,599.16,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076913,202303,25/06/2023,599.16,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076913,202303,25/06/2023,599.16,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076646,202303,25/06/2023,599.16,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076913,202303,25/06/2023,599.16,
321016,Nursing Homes,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077148,202303,25/06/2023,598.62,
321016,Nursing Homes,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077213,202303,25/06/2023,6755.4,
321016,Nursing Homes,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077213,202303,25/06/2023,6755.4,
321016,Nursing Homes,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076954,202303,25/06/2023,598.62,
321016,Nursing Homes,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076954,202303,25/06/2023,598.62,
321016,Nursing Homes,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076954,202303,25/06/2023,598.62,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076946,202303,25/06/2023,680.89,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076946,202303,25/06/2023,680.89,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076717,202303,25/06/2023,680.89,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076717,202303,25/06/2023,680.89,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076763,202303,25/06/2023,656.91,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076777,202303,25/06/2023,568.47,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076777,202303,25/06/2023,568.47,
321016,Nursing Homes,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077181,202303,25/06/2023,598.62,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076915,202303,25/06/2023,656.91,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076763,202303,25/06/2023,656.91,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076892,202303,25/06/2023,656.91,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076808,202303,25/06/2023,656.91,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076808,202303,25/06/2023,656.91,
321016,Nursing Homes,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076875,202303,25/06/2023,598.62,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076690,202303,25/06/2023,681.01,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076690,202303,25/06/2023,681.01,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076863,202303,25/06/2023,599.16,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076863,202303,25/06/2023,599.16,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076863,202303,25/06/2023,599.16,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077196,202303,25/06/2023,599.16,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076711,202303,25/06/2023,680.89,
321016,Nursing Homes,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077181,202303,25/06/2023,598.62,
321016,Nursing Homes,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077148,202303,25/06/2023,598.62,
321016,Nursing Homes,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077148,202303,25/06/2023,598.62,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076690,202303,25/06/2023,681.01,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077196,202303,25/06/2023,599.16,
321016,Nursing Homes,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076719,202303,25/06/2023,598.62,
321016,Nursing Homes,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076719,202303,25/06/2023,598.62,
321016,Nursing Homes,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076719,202303,25/06/2023,598.62,
321016,Nursing Homes,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076757,202303,25/06/2023,598.62,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076923,202303,25/06/2023,656.91,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076923,202303,25/06/2023,656.91,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076690,202303,25/06/2023,681.01,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076646,202303,25/06/2023,599.16,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077237,202303,25/06/2023,680.89,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077232,202303,25/06/2023,656.91,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076777,202303,25/06/2023,568.47,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076660,202303,25/06/2023,680.89,
321016,Nursing Homes,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076954,202303,25/06/2023,598.62,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076711,202303,25/06/2023,680.89,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076711,202303,25/06/2023,680.89,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076957,202303,25/06/2023,599.16,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076677,202303,25/06/2023,599.16,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077284,202303,25/06/2023,2037.34,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076957,202303,25/06/2023,599.16,
321016,Nursing Homes,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076733,202303,25/06/2023,598.62,
321016,Nursing Homes,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076733,202303,25/06/2023,598.62,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076980,202303,25/06/2023,656.91,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076995,202303,25/06/2023,680.89,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076995,202303,25/06/2023,680.89,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076923,202303,25/06/2023,656.91,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076863,202303,25/06/2023,599.16,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077196,202303,25/06/2023,599.16,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077196,202303,25/06/2023,599.16,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076821,202303,25/06/2023,680.89,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076821,202303,25/06/2023,680.89,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077012,202303,25/06/2023,599.16,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076872,202303,25/06/2023,599.16,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076871,202303,25/06/2023,599.16,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077284,202303,25/06/2023,3002.4,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077284,202303,25/06/2023,3002.4,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077284,202303,25/06/2023,3002.4,
321016,Nursing Homes,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076676,202303,25/06/2023,598.62,
321016,Nursing Homes,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076893,202303,25/06/2023,599.16,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076980,202303,25/06/2023,656.91,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076717,202303,25/06/2023,680.89,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076789,202303,25/06/2023,656.91,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077190,202303,25/06/2023,680.89,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077190,202303,25/06/2023,680.89,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077190,202303,25/06/2023,680.89,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076653,202303,25/06/2023,568.47,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076653,202303,25/06/2023,568.47,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076599,202303,25/06/2023,725,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076599,202303,25/06/2023,5643.4,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076946,202303,25/06/2023,680.89,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077310,202303,25/06/2023,680.89,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077310,202303,25/06/2023,680.89,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077296,202303,25/06/2023,563.07,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076900,202303,25/06/2023,680.89,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076900,202303,25/06/2023,680.89,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077189,202303,25/06/2023,656.91,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076804,202303,25/06/2023,656.91,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076804,202303,25/06/2023,656.91,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076980,202303,25/06/2023,656.91,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076879,202303,25/06/2023,680.89,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077232,202303,25/06/2023,656.91,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076980,202303,25/06/2023,656.91,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076671,202303,25/06/2023,656.91,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076671,202303,25/06/2023,656.91,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076671,202303,25/06/2023,656.91,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076900,202303,25/06/2023,680.89,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076777,202303,25/06/2023,568.47,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076927,202303,25/06/2023,656.91,
321016,Nursing Homes,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076994,202303,25/06/2023,598.62,
321016,Nursing Homes,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076994,202303,25/06/2023,598.62,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076784,202303,25/06/2023,680.89,
321016,Nursing Homes,406389,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20076784,202303,25/06/2023,680.89,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077189,202303,25/06/2023,656.91,
321016,Nursing Homes,406388,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20077189,202303,25/06/2023,656.91,
